0.875,0.25,0.375
0.875,0.375,0.25
1.25,0.375,-0.125
1.25,0.5,-0.25
1.625,0.5,-0.625
1.625,0.625,-0.75
2,0.625,-1.125
2,0.875,-1.375
2.375,0.875,-1.75
2.375,1,-1.875
2.625,1,-2.125
2.625,1.25,-2.375
3,1.25,-2.75
3,1.5,-3
3.25,1.5,-3.25
3.25,1.75,-3.5
3.5,1.75,-3.75
3.5,2,-4
3.75,2,-4.25
3.75,2.375,-4.625
4,2.375,-4.875
4,2.625,-5.125
4.125,2.625,-5.25
4.125,3,-5.625
4.375,3,-5.875
4.375,3.375,-6.25
4.5,3.375,-6.375
4.5,3.75,-6.75
4.625,3.75,-6.875
4.625,4.125,-7.25
4.75,4.125,-7.375
4.75,4.625,-7.875
4.625,4.75,-7.875
4.625,5.125,-8.25
4.5,5.25,-8.25
4.5,5.625,-8.625
4.375,5.75,-8.625
4.375,6.125,-9
4.125,6.375,-9
4.125,6.75,-9.375
4,6.875,-9.375
4,7.125,-9.625
3.75,7.375,-9.625
3.75,7.75,-10
3.5,8,-10
3.5,8.25,-10.25
3.25,8.5,-10.25
3.25,8.75,-10.5
3,9,-10.5
3,9.25,-10.75
2.625,9.625,-10.75
2.625,9.875,-11
2.375,10.125,-11
2.375,10.25,-11.125
2,10.625,-11.125
2,10.875,-11.375
1.625,11.25,-11.375
1.625,11.375,-11.5
1.25,11.75,-11.5
1.25,11.875,-11.625
0.875,12.25,-11.625
0.875,12.375,-11.75
0.375,12.875,-11.75
0.25,12.875,-11.625
-0.125,13.25,-11.625
-0.25,13.25,-11.5
-0.625,13.625,-11.5
-0.75,13.625,-11.375
-1.125,14,-11.375
-1.375,14,-11.125
-1.75,14.375,-11.125
-1.875,14.375,-11
-2.125,14.625,-11
-2.375,14.625,-10.75
-2.75,15,-10.75
-3,15,-10.5
-3.25,15.25,-10.5
-3.5,15.25,-10.25
-3.75,15.5,-10.25
-4,15.5,-10
-4.25,15.75,-10
-4.625,15.75,-9.625
-4.875,16,-9.625
-5.125,16,-9.375
-5.25,16.125,-9.375
-5.625,16.125,-9
-5.875,16.375,-9
-6.25,16.375,-8.625
-6.375,16.5,-8.625
-6.75,16.5,-8.25
-6.875,16.625,-8.25
-7.25,16.625,-7.875
-7.375,16.75,-7.875
-7.875,16.75,-7.375
-7.875,16.625,-7.25
-8.25,16.625,-6.875
-8.25,16.5,-6.75
-8.625,16.5,-6.375
-8.625,16.375,-6.25
-9,16.375,-5.875
-9,16.125,-5.625
-9.375,16.125,-5.25
-9.375,16,-5.125
-9.625,16,-4.875
-9.625,15.75,-4.625
-10,15.75,-4.25
-10,15.5,-4
-10.25,15.5,-3.75
-10.25,15.25,-3.5
-10.5,15.25,-3.25
-10.5,15,-3
-10.75,15,-2.75
-10.75,14.625,-2.375
-11,14.625,-2.125
-11,14.375,-1.875
-11.125,14.375,-1.75
-11.125,14,-1.375
-11.375,14,-1.125
-11.375,13.625,-0.75
-11.5,13.625,-0.625
-11.5,13.25,-0.25
-11.625,13.25,-0.125
-11.625,12.875,0.25
-11.75,12.875,0.375
-11.75,12.375,0.875
-11.625,12.25,0.875
-11.625,11.875,1.25
-11.5,11.75,1.25
-11.5,11.375,1.625
-11.375,11.25,1.625
-11.375,10.875,2
-11.125,10.625,2
-11.125,10.25,2.375
-11,10.125,2.375
-11,9.875,2.625
-10.75,9.625,2.625
-10.75,9.25,3
-10.5,9,3
-10.5,8.75,3.25
-10.25,8.5,3.25
-10.25,8.25,3.5
-10,8,3.5
-10,7.75,3.75
-9.625,7.375,3.75
-9.625,7.125,4
-9.375,6.875,4
-9.375,6.75,4.125
-9,6.375,4.125
-9,6.125,4.375
-8.625,5.75,4.375
-8.625,5.625,4.5
-8.25,5.25,4.5
-8.25,5.125,4.625
-7.875,4.75,4.625
-7.875,4.625,4.75
-7.375,4.125,4.75
-7.25,4.125,4.625
-6.875,3.75,4.625
-6.75,3.75,4.5
-6.375,3.375,4.5
-6.25,3.375,4.375
-5.875,3,4.375
-5.625,3,4.125
-5.25,2.625,4.125
-5.125,2.625,4
-4.875,2.375,4
-4.625,2.375,3.75
-4.25,2,3.75
-4,2,3.5
-3.75,1.75,3.5
-3.5,1.75,3.25
-3.25,1.5,3.25
-3,1.5,3
-2.75,1.25,3
-2.375,1.25,2.625
-2.125,1,2.625
-1.875,1,2.375
-1.75,0.875,2.375
-1.375,0.875,2
-1.125,0.625,2
-0.75,0.625,1.625
-0.625,0.5,1.625
-0.25,0.5,1.25
-0.125,0.375,1.25
0.25,0.375,0.875
0.375,0.25,0.875
